,title,author,read_cnt,reply_cnt,timestamp
567,这股市没人敢投资,紫荆药业,24,0,08-09 11:04
568,中国股市不活跃，应该低价低市盈率破净的国企央企开始比如银行，所有正式员工不发工资,和气生财de达摩,109,2,08-09 10:52
569,2023年8月9日中国外汇交易中心受权公布人民币汇率中间价公告,白马飞奔黑马过林,434,1,08-09 10:20
570,永远不会上去的，券商已经不行了，现在拖累指数,善良的席顺昊,25,0,08-09 11:04
571,下午大跌,红绿龙弹焰,29,0,08-09 11:03
572,拉都没拉就开始割，个股真惨,股友8p357122C5,141,5,08-09 09:51
573,别进，下午大跌，散户都变精了,控制不住自己个,41,0,08-09 11:03
574,大盘一幅生无可恋的态势,明灯高照,23,0,08-09 11:03
575,3250,浪里白条007,27,0,08-09 11:02
576,短线目标：3456点～3480,科创金砖,33,2,08-09 10:54
577,应该少不了一个市场底吧,股舟剑侠,24,0,08-09 11:02
578,太难了，3300也许是不可逾越的，过了必须回来。,巴氏投资人,49,0,08-09 11:01
579,我呼吁A股散户千万不要上当接盘，都离开股市，大家快跑快跑快跑快跑,基民IDRTcs,41,1,08-09 10:58
580,说大盘和个股，深成为例：日周线形态没问题但量不够，两次冲击6.16-6.20号平,吉祥广进风清扬,1906,65,08-08 07:31
581,跑,基民emdulS,25,0,08-09 11:01
582,不要操纵市场,三国演义赌城风云,20,0,08-09 11:01
583,喝酒吃药,招财富贵的秦歌,28,0,08-09 11:01
584,8月8日李大霄：一轮没有人相信的大国牛渐行渐近,白马飞奔黑马过林,67811,1489,08-08 02:30
585,还有科技板块吗？,炒股不如炒房,17,0,08-09 11:01
586,同志们cro资金进的多,股友6lfIxP,58,0,08-09 11:00
587,11点，要变方向了？,胖胖的一个人,57,0,08-09 11:00
588,满仓医药房地产,三起三落遇满江红,50,2,08-09 10:54
589,看看港股，好吗？,niu熊谁知道,25,0,08-09 11:00
590,港股翻红了[加油][加油]加油,是虎不是猫o,43,1,08-09 10:57
591,买,中信小跟班砸大盘,23,0,08-09 11:00
592,过去救市拉升两桶油，现在可以拉升三个电讯股，试想一下，这三个股连拉3个顶板不退潮,股友bmUeuV,31,0,08-09 11:00
593,大A挣钱太难了，跳水第一名,看书炒股,22,0,08-09 11:00
594,股海博弈--------如何对付总庄、大庄、小庄？？？,股友P6O8090620,2250,249,07-07 10:08
595,拉茅台和银行稳指数发新股！[空仓],帕累托最优,34,0,08-09 11:00
596,光电科技调整到位，即将开始新一轮上涨了，今天下午2点半后可以参与了,股东做短线,39,0,08-09 11:00
597,后市慢牛拉升,易拉升,52,3,08-09 10:54
598,继续看空！,如言笔记,2366,48,08-07 08:44
599,绝大多数股票受伤后情绪稳定。！,印老韭,43,0,08-09 10:59
600,中国大牛市终于来了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,CsbyWdgpDzAmtf,112,5,08-09 10:39
601,假外资刻意护指数,PanraBlog8,50,0,08-09 10:42
602,看这样子，明天还得跌一跌。,认真负责de吃草,42,0,08-09 10:59
603,仓重者与庄共舞减仓兑现为主。,股友3720Y112u6,64,1,08-09 10:56
604,3250保卫战多空正在激烈交战,掐指算涨停,36,2,08-09 10:07
605,港股不装了,基民nzxHPg,33,1,08-09 10:54
606,牛市哪去了？,小散不散场,37,3,08-09 10:50
607,行情食之无味，看戏！,股友IP2Dvm,40,0,08-09 10:58
608,紧急提醒：短期市场最后一杀！,普通人神预测,106,6,08-09 09:43
609,资金选择了药，证券地产别想了,释然1,23,0,08-09 10:58
610,亏惨了，自从说要活跃证券市场开始，这个月亏了10万了，比今年其他月份都要亏的多，,股票涨起来,395,15,08-09 10:45
611,[惨!关灯吃面][惨!关灯吃面][惨!关灯吃面]大盘要翻红了，我的还没动，涨的什,炒股挣买肉,13,0,08-09 10:58
612,周三盘前策略08~09,龙哥论市,903,17,08-09 08:38
613,咱不是牛市吗？难不成是牛？,请叫我小八锅,75,4,08-09 09:45
614,今日操作分享：大幅加仓国华网安中马传动维科精密清仓止盈中科磁业山水比德今天先这样,渔儿水中游,1270,28,08-08 03:12
615,今天看来要秀一波了,股友mjy5489,17,0,08-09 10:57
616,安妮小肉！恒银吓跑（格局小[笑哭][捂脸]）激进“神奇制药“能否神奇！？认运气[,财源多谋地任我行,40,0,08-09 10:57
617,人口老龄化，医药崛起，国之利器,FTHGZZ,37,0,08-09 10:57
618,最近大V们都不看好医药，老师们，到底现阶段医药怎么样啊？,y2019友2019,16,0,08-09 10:57
619,a股没戏了，请谨慎对待自己的钱。,土豆哥哥6,23,0,08-09 10:57
620,【0809今日大盘】昨天收盘离计划的目标点位3266点少了6点，走势稍欠完美。今,广东粤意,452,17,08-09 08:59
621,招商证券金融债策略集之一：“寻价”二级资本债,可转债ETF_511380,38,0,08-09 10:57
622,拉指数，个股基金暴跌，真的恶心人，这，涨的时候磨磨唧唧半天还是收绿，跌的,懂得分享之李寻欢,12,0,08-09 10:56
623,医药股涨了？神奇不？,沙漠一滴水,44,0,08-09 10:56
624,就我在半导体死扛吗？亏了半年了，每天四五万，还咋办呢，没有子弹咯,股友7i6899929J,43,0,08-09 10:56
625,医药再套一波，然后散户就都被套住了，可以一路向下了,看情绪炒股,44,0,08-09 10:56
626,明天星期四,股友WSnw0b,21,0,08-09 10:56
627,到底有没有能力让股市走牛？？,爱爆料的小公主,29,0,08-09 10:56
628,涨证券地产酒，指数上去了，手上的股跌的一样……,股友l3lF0u,14,0,08-09 10:55
629,5分钟先看反抽3275,牛犇犇,47,0,08-09 10:55
630,与朋友聊股票……1、今天与一朋友聊起了股票，这位朋友入市5年左右，炒股基本都是亏,潇潇先锋,726,5,08-07 08:45
631,A股生存录之收盘总结（2023年8月8日）,鹰兄本色2030,556,21,08-08 03:08
632,不要操纵市场，让市场自然涨跌好不好,三国演义赌城风云,34,0,08-09 10:55
633,有刁用，拉一个票,庄比我耐心,10,0,08-09 10:55
634,相信摩根士丹利的信用,股友332Y80C081,18,0,08-09 10:54
635,券商已死，请问谁来救大盘？,去人最多的地方,36,1,08-09 10:52
636,我的神哪，再有钱也遭不住,到底有没有门,13,0,08-09 10:54
637,总发现一些专家实盘回撤还说的振振有词！归结大环境不好？遇事不从自身找原因？人要行,盗天机知行合一,178,7,08-08 07:06
638,开盘看好，第二分钟买入,炒骨旅游,157,8,08-07 09:03
639,终于被港股甩身后了,股友kunn6q,22,0,08-09 10:54
640,今天A股大盘低点是3246明天应该会冲高回落跌破3230A股大盘跌破3230恒指,股动说股,404,10,08-08 04:06
641,股市还要跌了，要回到2800点了，哈哈,dashi66,32,1,08-09 10:50
642,医药立即切换到买“保立佳301037”,扫描黑马,24,0,08-09 10:54
643,"策略|吊炸天！A股突传重大利空,明天A股将下跌？",龙行天下虎L,5320,30,08-08 10:08
644,这就是专家们说的牛市来了,东方君龙,50,1,08-09 10:51
645,没吃饭吗多跌点,海城最惨的韭菜,23,0,08-09 10:54
646,股市跌的越狠，内资跑的越多。证明反复力度大，成果越明显。这个矛盾不可缓解。今年内,现实面还信你,21,0,08-09 10:53
647,增量从何而来,江浙沪柚子,73,1,08-09 10:49
648,如果管不住手！这个月我估计资金腰斩的会很多！包括游资,超短线007,31,0,08-09 10:53
649,完了完了跑跑跑跑,股友PknqO7,17,0,08-09 10:53
650,呼叫李大霄你在那,股友zifkOh,33,3,08-09 10:44
651,谁在做,gulaodao,45,0,08-09 10:53
652,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,CsbyWdgpDzAmtf,41,0,08-09 10:53
653,牛市第一跌开始了。,股友0T63c85750,94,2,08-07 01:13
654,从今天券商走势来看，券商走得非常的稳健，每天都有券商的个股涨停板，我相信券商的序,奇点1989,957,2,08-03 07:50
655,这三天每天跌3500个个股下跌，涨一天跌四五天，这尿性…,惊天一笔来8305,30,0,08-09 10:53
656,$上证指数(SH000001)$,韭你莫属,107,12,08-09 10:39
657,把钱拿走把散户留在里边一地鸡毛。擦。真的是坑。我一定不会建议身边人进来炒股买基金,股友8932i5R186,24,0,08-09 10:53
658,看KDJ下午要下来[哭][哭][哭][哭],望京华x,41,0,08-09 10:53
659,拉券商只是空中楼阁，无银行板块支撑，必会暴跌回来！,沪23932417953335,21,0,08-09 10:53
660,筑了个3246的底,从不看股票,61,2,08-09 10:50
661,指数震荡几天，钱一直在减少啊，兄弟们。,绿绿绿很环保,34,0,08-09 10:53
662,现在大盘3250，但账户市值比3200时少了1.1％,股友50837K582f,30,1,08-09 10:47
663,哈哈哈牛来了[再见],股友7661g86y07,21,0,08-09 10:52
664,今天又是三千四百家,基民Xf5d8m,60,2,08-09 10:44
665,清仓了不买了你们玩吧牛呵呵,巴菲韭888,30,0,08-09 10:52
666,哈哈哈哈,基民W0Dxnh,16,0,08-09 10:52
667,这指数也没跌多少呀，怎么持仓全绿[哭],复利哥777,127,4,08-09 10:45
668,拉证券银行大家就赶紧逃命！,asc0asc,47,0,08-09 10:52
669,活跃股市只不过打了针强心针。,n142579010395f8e,25,0,08-09 10:52
670,很好！内资今天早上只跑了160多亿。,回本9销户,15,0,08-09 10:52
671,把发行市盈率调低，中签改成100股,猎庄如意,15,0,08-09 10:52
672,都是假的吧！！！,余小二,23,0,08-09 10:51
673,中国人不骗中国人,我是韭菜苗a,24,0,08-09 10:51
674,打到昨天低点，再次证明这里是有支撑的，指数止跌的意思，个股继续跌成狗，上午能稳住,我不是香克斯,38,0,08-09 10:51
675,太平洋不动大盘难以成为牛市！,第一报到,76,1,08-09 10:49
676,只是活跃一下，没说要涨,厚德载物生万物,43,0,08-09 10:51
677,涨一天跌半个月大牛市,张三石,11,0,08-09 10:51
678,大茅护盘有力哈哈,不为所动666,12,0,08-09 10:51
679,在混日子，过一天是一天！,扬为人,32,0,08-09 10:51
680,喊着牛市来了，发现又没量了，没量就只剩电风扇到处轮动，追高的都亏也就没人追高了，,超短丨就是玩,684,16,08-08 03:12
681,市场将迎来一波快速上涨,龙腾牛跃2020,539,15,07-20 11:51
682,汽车饰件12亿新23转债申购早知道,投资可转债,402,2,08-09 08:24
683,拉高就走，连着回调几天就进、只要盈利啥时候走都是对的，现在行情比较特殊，还在磨人,内蒙老牛,88,1,08-09 10:34
684,老HU咋样了,焦头烂额,16,0,08-09 10:51
685,散户尽力了，正局不也就能挺几天,真诚地急先锋,28,0,08-09 10:50
686,僵尸！,扬为人,12,0,08-09 10:50
687,#医药领域反腐正驶向深水区##氢能产业体系建设指南印发##一线楼市优化调整政策要,曲终人散000,17,0,08-09 10:50
688,金信精选成长混合C（018777）重点关注处于成长期的上市公司，紧密跟踪公司所处,绝佳宝地赏花灯,30,0,08-09 10:50
689,呼叫李大霄你在哪做好人买好股,股友zifkOh,43,2,08-09 10:46
690,活跃资本市场前景广阔！大宵说了这是最后一次洗盘中国牛来了来了！,和气有余的李秋水,36,1,08-09 10:47
691,如果开不下去，就早点关了吧，恢复每个人的初始入金状态。,ojbk没问题,77,3,08-09 10:44
692,天天死气沉沉，趴3000点快20年了，也该醒了吧,n741213685832464,49,0,08-09 10:49
693,券商渣独立操控指数，还能怎么做？清仓等券商调整过再进啦！！,lianganrenjiafan,19,0,08-09 10:49
694,#医药领域反腐正驶向深水区#医药医疗不腐败,东财网友7432513726890434,11,0,08-09 10:49
695,短期市场遇强支撑，即将上涨，切不可在此割肉，否则，你将再次追涨。,普通人神预测,83,4,08-09 09:53
696,怎么办,小猫爱孔方,21,0,08-09 10:49
697,落底了5分钟反弹,牛犇犇,22,0,08-09 10:49
698,死猫跳行情,低吸止损,13,0,08-09 10:49
699,大家都通过股票赚到钱了吗[旺柴],agytdb,13,0,08-09 10:49
700,还是交易意愿不强，市场不活跃,股友uVIvtJ,24,0,08-09 10:49
701,券商保险依然保持强势，积极买入耐心持有,东财网友6693513626511626,21,0,08-09 10:49
702,做空大A，永远是对的，为什么不让散户做期指是有道理的，割不到韭菜了,火烧股市旺旺旺,19,0,08-09 10:49
703,有些人呼吁政府减免证券交易印花税，其实这样做对股市起不了多大的作用，我强烈要求不,h98潮汕T哥,106,3,08-09 08:10
704,大牛市，1万点,bnmmnb905,838,13,06-30 11:31
705,难做了，躺赢不了,宝宝资本,15,0,08-09 10:48
706,高市盈率发新股不可取，市场没有充沛的资金高位接盘，以致大盘一直徘徊不定，新股发行,沪R8763M,59,0,08-09 10:48
707,嗯，让大家都能在市场赚到钱，真牛,保本求赢莫要贪,21,0,08-09 10:48
708,暗手来也！韭菜哭爹喊娘！[奸笑],白白胖胖的韭菜,10,0,08-09 10:48
709,创业板率先走强,三起三落遇满江红,12,0,08-09 10:48
710,啊啊啊啊。。。你,云上高公,17,0,08-09 10:48
711,7月到8月，就没赚过钱,绿绿绿很环保,68,1,08-09 10:01
712,今天各股杀伤力太大了！,股友975f686r89,40,0,08-09 10:47
713,抄底！抄底果断抄底！有重大利好！抄底！抄底果断抄底！有重大利好！,股友153120fV21,12,0,08-09 10:47
714,走啊兄弟们，开滴滴去,我想买美股,10,0,08-09 10:47
715,隆基绿能光伏充电了,整洁的祝淳美1,39,0,08-09 10:47
716,今天不变盘明天也得变,马丁未,12,0,08-09 10:47
717,哈哈，不好意思，被我抄底了医药,等择2023a,34,1,08-09 10:42
718,A50都上冲翻红，你还等啥？！,风轻云淡9989,28,0,08-09 10:47
719,指数稳住了，我的钱没了,昵称被取完了,14,0,08-09 10:46
720,指数稳住了，我的钱没了,昵称被取完了,14,0,08-09 10:46
721,让人绝望的市场，建议不要炒股，都把钱取出来,stockgan,88,2,08-09 10:34
722,云南白药销售费用大于净利润，在医药行业少见，还不跌。,价值投资收益者,56,0,08-09 10:46
723,14.66出了三分之一。剩下的在做观察！喜欢做中短线的可以点个关注！有问题也可以,连扳姐谈股市,468,5,08-03 09:56
724,上证指数，心中真的是五味杂陈，几天前的医药板块整体绝杀，今天来一个医药板块，集体,老布说股,102,1,08-09 10:44
725,清仓吧还能捞点渣。明天又是黑周四。,百赢百胜,50,0,08-09 10:45
726,因哈佛教授声称发现外星人存在证据，市场担忧地球文明的可持续性。预计周三A股受外星,风浪越大越精神,803,7,08-09 12:28
727,明天下午再出手，老美周四八点半公布七月CPI，大概率符合预期，跟随外围博个反弹，,乘风破浪er,84,2,08-09 10:41
728,明天全面反攻《带头的有这几个》你看准不准,股宗格局,224,7,08-08 09:21
729,明天还一个黑四呢[大笑],从20到100个w,13,0,08-09 10:45
730,瑞丰银行（601528）：高成长的农商银行、2023年的牛股！科技引领，驱动数字,股友9HSS8C,62,1,08-09 10:33
731,老乡，再坚持1小时,庄比我耐心,33,0,08-09 10:45
732,天天这样怎么行，对做空的人要大力处理；天天想着做空自己国家，能有什么作为！,签哥大神,111,4,08-09 10:38
733,这种操作？也不会把资金买进股市，买入基金，天天这样阴跌，是神仙也难赚到钱。,洋洋喜氣,76,3,08-09 10:38
734,持续缩量阴跌，寻找市场底的一个过程，大家耐心等,大A最后一个多头,18,0,08-09 10:44
735,好难阿,仁东经验,15,0,08-09 10:44
736,转发,高侠来,18,0,08-09 10:44
737,个股跌死，然后拉指数！个股继续跌！,针砭股弊,41,2,08-09 10:35
738,销户的股民越来越多了！没有人气了,回头太难ANN,24,0,08-09 10:43
739,指数回调不多，个股跌成了,翡翠有余的泰坦,21,0,08-09 10:43
740,不要抱幻想，一切拉起都是在诱多每天都有新低，也就是说你每天买进的都会在第二天被套,股市之玩尽杀绝,47,0,08-09 10:43
741,兄弟们不要骂街，被割也不是头一次了,炒股养家老碧等,40,0,08-09 10:43
742,每天超3000家公司下跌，符合预期,德一傲,14,0,08-09 10:43
743,做空A股永远都是对的,海城最惨的韭菜,12,0,08-09 10:43
744,这就是所谓的让散户挣到钱,小目标前进,29,0,08-09 10:43
745,反弹无力。,花开高升的无崖子,23,0,08-09 10:43
746,全面注册制下酒企不能跨行业借壳，只能选上市酒企中实现同行业借壳重组上市。,重组专业户,464,3,08-09 09:07
747,中国股市牛的逼啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,CsbyWdgpDzAmtf,62,2,08-09 10:41
748,天天绿，真服了[滴汗],白马股投资者,23,0,08-09 10:43
749,注册制下酒企不能跨行业借壳，只能选上市酒企中实现同行业借壳重组上市。,重组专业户,1547,8,08-08 11:32
750,控指数，杀个股，这周兄弟们难受么？,关东煮面条,14,0,08-09 10:42
751,内资狗五百亿起步,股友707u23k980,19,0,08-09 10:42
752,中欧基金葛兰：生物医学博士的“擒牛术”,白马飞奔黑马过林,280,2,08-09 09:41
753,主力消报怠工磨洋工,基民6DcS7s,18,0,08-09 10:42
754,天天手里的股高开底走，难道开盘我就要卖吗,股友08W8838X96,16,0,08-09 10:42
755,真是狗,筑底surge,11,0,08-09 10:42
756,天天玩指数，个股跌成,财神到财神到9,24,0,08-09 10:41
757,又拉证券了,默默地攒首付,34,1,08-09 10:36
758,能买大盘跌就发了,神勇小钢炮,79,5,08-09 10:28
759,赶紧跌，下来了补点,三国演义赌城风云,28,0,08-09 10:41
760,其实这种环境下拉也是白拉！,超短线007,32,1,08-09 10:37
761,需要来一针强心剂,全凭运气不可复制,22,0,08-09 10:41
762,来个大跳吧。早点杀到位置,不动韭菜,41,1,08-09 09:41
763,券商不拉就阴跌，时不时拉一下，又拉不起来，行情就这样慢慢熬。,股友23689A8h02,25,0,08-09 10:41
764,市场活跃了，拉券商股啊,我是一只溺水的鱼,25,0,08-09 10:41
765,拉点就砸！,股友6Y20268f96,15,0,08-09 10:41
766,牛市终于来了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,CsbyWdgpDzAmtf,44,1,08-09 10:36
767,今天会翻红吗？,爆米发,27,0,08-09 10:40
768,黑嘴们：大牛市怎么不喊了！,股友622R67r097,21,0,08-09 10:40
769,天天亏啊扛不住了[哭],太美丽太美丽aaa,26,0,08-09 10:40
770,北向拉一下大盘就拉起来一点，不影响内资继续砸，没有北向这个市场会怎么样,定一个亿的小目标,37,0,08-09 10:40
771,茅台涨到一万，指数还是3000点！,YongL,15,0,08-09 10:40
772,8月份保存一成仓位不变九成资金观望休息为主，不恋战暴涨卖暴跌买短平快赚快钱为主。,股友3720Y112u6,14,0,08-09 10:40
773,汇市,ABC涨价,10,0,08-09 10:40
774,3250企稳引发的技术反弹，高度有限。不过豪哥的重心在港股，只有港股稳了，才有趋,豪哥探股,25,0,08-09 10:39
775,天天这么跌真受不了,zhanghan201,21,0,08-09 10:39
776,"华虹在国内的高价发行,对证券市场的两个功能正常发挥起到了很不好的影响!",lyffx,14,0,08-09 10:39
777,4000股下跌指数才跌这么点,全军覆没,11,0,08-09 10:39
778,大A股就是一个字牛！就是跌的很牛B,八三一野战军6705,20,0,08-09 10:39
779,大家一起绿,薅一把就走,23,0,08-09 10:39
780,我最佩服A股的地方就是买入后永远是最高价，跌几天后反弹从没超成本价，卖了亏印花税,Haha8686,299,8,08-09 09:38
781,牛在途中，科技兴邦,瞭望江山,1478,48,08-04 09:16
782,下午该跳水了,五行带金钱,26,0,08-09 10:39
783,最愚蠢的做法就是题材轮动，如果一直以人工智能为主线，其他跟着轮动肯定带起大盘来，,朋友Emf6TY,60,2,08-09 10:35
784,全市净4000支下跌，牛市来了，一定让散户赚钱,金玉满斗地子牙,42,1,08-09 10:35
785,谁教你空拉指数护盘的,与庄家打太极,91,2,08-09 10:33
786,我们到底在等什么，能等来什么？看到很多兄弟已经彻底不玩了，这和以往的下跌带来的心,牛不言顶,175,0,07-21 12:27
787,搓背行情,股友8580q7C901,21,0,08-09 10:39
788,明天大盘走势分析：目前阶段需要经历煎熬的岁月，时间换空间（大家记得点赞喔）,风浪越大越精神,1273,23,08-08 07:17
789,大A是道光，绿到你发慌~,如梭岁月L,26,0,08-09 10:39
790,大盘最恶心，之前拉这么多，个股还跌，现在天天绿，个股跟着绿，什么意思,小赚就够,18,0,08-09 10:39
791,亏40万，小意思！,扬帆起航乘风破浪,106,3,08-09 10:35
792,我到期货市场T+0,就是来拿你一点,33,0,08-09 09:56
793,现在不买，等待何时啊，在那看来看去，下手为强,重德尚礼,38,0,08-09 10:38
794,千里之行，始于足下；积小成大，长久复利,金苹果JN,1747,95,08-07 02:32
795,打板第二天被埋，当天追一个点的被埋，抄底的被埋透，血滴子行情怎么玩,不碰中字头,58,0,08-09 10:38
796,我是一名操盘手，我快抑郁了，看来要失业了,我想买美股,29,0,08-09 10:38
797,又拉证券,招财满堂得老夫子,21,0,08-09 10:38
798,5千多只股票，仅仅12只涨停，另外房地产，保险，证券，银行，大飞机旅游酒店，酿酒,恭喜成章de狄仁杰,48,1,08-09 10:33
799,打造制造业强国，为什么制造业不涨呢？,等一等再说,12,0,08-09 10:38
800,打造制造业强国，为什么制造业不涨呢？,等一等再说,12,0,08-09 10:38
801,2023年8月7日周一消息面和板块复盘，谨防抄底失败和追涨杀跌,股友quan9375,64,1,08-07 08:58
802,人造牛造了一揽子空，水利须等待传媒歇，中药冒乱扯奇藏药,空山新雨鸟鸣涧,349,3,08-09 01:15
803,稳稳的空稳稳的幸福,股友f5MPob,69,0,08-09 10:37
804,狗专家门说不要碰医药板块,股友GYHHXe,51,0,08-09 10:37
805,尽快撤离，坚持认为市场底在下半年到来,控制不住自己个,126,6,08-09 10:29
806,你还敢拉，大家都等解套拿钱回家呢！,分歧进,23,0,08-09 10:37
807,转发,股友16t017556R,14,0,08-09 10:37
808,接下来会爆拉，拭目以待吧,耀眼的太阳升起,58,1,08-09 10:32
809,绿色一片大好，前途无量,我就要赢,20,0,08-09 10:36
810,目前大盘最低3247，应该是今天最低了，把握机会方有红包。,五彩缤纷V,679,17,08-03 09:59
811,轻仓以待，等趋势明朗！涨也欣喜，跌亦欣然！[OKOK][得意],shark8965,35,0,08-09 10:36
812,开启拉指数扑跌模式！,股友a2FQqg,20,0,08-09 10:36
813,券商作妖不止，其他板块没机会，渣男带着大盘像猴一样上蹿下跳,风趣地葡萄,12,0,08-09 10:36
814,主力在就轻避重，拉一些无关紧要的票，暗中吸你手中的好票,股友3036,12,0,08-09 10:36
815,大盘跌到周五、本次小调整,踊跃的颜司明,11,0,08-09 10:36
816,真的只要内资资金不要天天流出！大盘绝对直接上天了！！,恭喜发财000008,25,0,08-09 10:36
817,南钢：参与民族地区重大项目建设。摩根加速。,青青岛,38,1,08-09 08:19
818,上证波浪图表 ：自3418以来的调整是否结束,股道踏浪,4082,145,08-05 05:07
819,信心在哪里？你能赚钱的概率有多大[偷笑][偷笑][偷笑],往事輕如煙,211,5,08-09 09:35
820,快进雪人,邪恶的赖总点评,265,3,08-09 10:32
821,大盘只要一过3300点，就会被打压下去。不知是何原因？,股友3w17o02867,246,11,08-09 10:18
822,一切如所预，昨天地产跌，今日券商跌，而指数，仍要探3246~3250一线，原因很,duke021,315,13,08-08 09:48
823,大券商依旧保持强势，未来行情主线还的是券商,东财网友6693513626511626,24,0,08-09 10:35
824,无量拉升，下面的支撑肯定要去跌一跌的,捉妖师586,45,0,08-09 10:35
825,我觉得这一轮只是一波大的反弹，而且最迟下个周就结束了，肯定还有一波下杀,爱学习的金,104,5,08-09 10:23
826,今天还行有一千家领涨,股民2273782,13,0,08-09 10:35
827,股神们好，高手云集,飞黄善贾的雁若,13,0,08-09 10:35
828,恶洗，下周看涨,股友99179pk108,13,0,08-09 10:35
829,今天买入,何小散,18,0,08-09 10:35
830,今天赔了这周内直接清仓再也不买股票[微笑],股友053z96y868,32,1,08-09 10:32
831,仅4000只下跌,金银多谋得李寻欢,34,1,08-09 10:31
832,要跌你就多跌点，谢谢,扬帆起航乘风破浪,37,0,08-09 10:35
833,说好的活跃呢,股友23X158q618,25,0,08-09 10:35
834,个股跌的很稳定，哈哈哈,痞子不站危墙之下,19,0,08-09 10:35
835,大A太神奇了，又是3000+个股下跌,谷达人,40,1,08-09 10:28
836,牛市什么时候会来？,致远笃行3198,135,7,08-09 10:18
837,我们现在房子不是主要问题，你可买，可不买。看病难，看病贵，药贵，这才是主要问题，,卡车怪蜀黍0300,55,1,08-09 10:27
838,这牛是的,俏皮的温翔云,12,0,08-09 10:34
839,难道你也会涨？,n140825609160cd4,18,0,08-09 10:34
840,大家让让，我来发个笑话,不想了5,22,0,08-09 10:34
841,多空博弈，未来最新的赚钱模式是重指数轻个股,吉米米4530,318,1,08-08 07:05
842,要往3100去了吓人,毕业养鱼L,136,5,08-09 10:04
843,天天3000+股下跌………………,咏叹YT,11,0,08-09 10:34
844,A股牛皮,留传风中,28,0,08-09 10:34
845,大盘这种走势很危险，刚要跌，又拖住，三番几次，不跌透，不会涨的，还有暴跌,股友22z607121E,22,0,08-09 10:34
846,让股民和基民都能攒到钱[捂脸]！股民和基民这行情中大概率攒得盆满钵满的[捂脸]？,股海尽法海,163,5,08-09 10:26
847,不是证券抬轿，早破3150了,股友FthUvI,40,0,08-09 10:34
848,老乡掩护让大部队先走,股道合一,17,0,08-09 10:34
849,今天是要红盘的,主升叁浪叁,24,0,08-09 10:34
850,观点没有变，还是之前说的，拉高就走，等着调整几天再进、现在的市场没有行情，没有投,内蒙老牛,177,4,08-09 09:51
851,稳住就赢了,万里追庄,22,0,08-09 10:34
852,国家说了，让股民挣到钱,迎宾综合服务部,39,1,08-09 10:31
853,大摩都说了清仓你们不信,万手哥来点火了,15,0,08-09 10:34
854,把你们失望的心再次躁动起来。[大笑],耀眼的太阳升起,14,0,08-09 10:34
855,老师说这次大A能长到不敢相信自己的眼睛,喜乐欢,22,0,08-09 10:34
856,好，好得很,上涨零容忍,18,0,08-09 10:34
857,指熊为牛,上善若书,14,0,08-09 10:34
858,英大证券的李大霄一出来说话，股市就要跌，真奇怪了？,股友d908W73012,47,1,08-09 10:29
859,下午要炸？？？？,丫头家地主,24,0,08-09 10:33
860,昨天已全部清仓，1股不留。每天3，4千家下跌的牛市，谁爱玩谁玩吧！天天喊牛市的，,基民PtrjUK,33,0,08-09 10:33
861,我真的不想玩了，买一只套一只，亏了20万了。哎。,绿绿绿很环保,455,17,08-09 09:31
862,满屏自选皆绿，这个市场到底怎么了。,富可来财得叶孤城,183,6,08-09 10:24
863,早盘指数低开，医药涨幅靠前，没有什么热点板块效应，权重表现也一般，昨天在券商带动,细雨夜静听海,29,0,08-09 10:33
864,0809上午盘中分析1、市场量能继续缩量，预测今天7200亿，这个量能萎缩到极致,三羊论财,125,0,08-09 10:33
865,好活跃,稳住别浪123,20,0,08-09 10:33
866,人民币对美元贬值，大A就拉稀。,回头一笑百股红4106,22,0,08-09 10:33
867,5千多只股票，仅仅12只涨停，另外房地产，保险，证券，银行，大飞机旅游酒店，酿酒,恭喜成章de狄仁杰,22,0,08-09 10:33
868,今年这资金的吃相着实难看，凶相毕露，炒股至今没有比今年难的了[捂脸],心无物欲秋空霁海,33,0,08-09 10:33
869,这难道不是利好上市公司利好股民，利好百姓的好消息吗？[色][得意]很多上市公司净,卧龙说股到金,1653,12,08-09 07:37
870,不得不说，有点儿东西。,看情绪炒股,15,0,08-09 10:33
871,这就是让散户挣钱,食神之神920,15,0,08-09 10:33
872,科瑞技术002957,科瑞技术nao种,1021,3,05-04 06:54
873,无数次证明牛来了小作文一发，跑就完事了,梭哈必亏,12,0,08-09 10:32
874,近期最好不要打板，亏麻了,招财满堂得老夫子,21,0,08-09 10:32
875,只有 成交额就是信心,牛不言顶,78,0,08-09 10:32
876,顶级商业地产股陆家嘴，北向资金不断买入，尽快跟进,一猫胜三虎,95,5,08-09 09:09
877,都看懂的地方，主力就装死了，我不动了,牛金虎,26,0,08-09 10:32
878,同志们，扶我起来，我还能战斗！,勇士2000008,26,0,08-09 10:32
